AssetID,AssetName,Location,Region,InstalledDate,CapacityKW,Status,LastMaintenanceDate
1277,Turbine_589,New York,NA,2018-11-29,385.92,Maintenance,2025-04-15
1278,Turbine_558,Berlin,EU,2021-08-23,203.33,Maintenance,2025-08-29
1279,Panel_832,London,UK,2020-04-29,118.41,Maintenance,2025-05-15
1280,Panel_598,Buenos Aires,LATAM,2017-01-25,462.89,Maintenance,2025-06-07
1281,Generator_425,Paris,EU,2018-07-28,374.37,Active,2025-07-04
1282,Panel_389,Manchester,UK,2021-10-30,79.29,Maintenance,2025-07-08
1283,Battery_452,São Paulo,LATAM,2023-02-03,286.64,Active,2025-01-25
1284,Panel_908,Buenos Aires,LATAM,2023-05-31,222.65,Maintenance,2025-04-07
1285,Battery_507,New York,NA,2023-01-27,530.71,Inactive,2025-06-24
1286,Turbine_169,Madrid,EU,2021-01-15,440.17,Maintenance,2025-02-01
1287,Panel_153,Manchester,UK,2024-07-22,172.74,Maintenance,2025-03-13
1288,Panel_981,Manchester,UK,2021-05-29,455.61,Maintenance,2025-01-08
1289,Battery_590,Toronto,NA,2020-05-03,451.96,Inactive,2025-06-24
1290,Battery_798,New York,NA,2019-12-02,348.45,Active,2025-08-03
1291,Panel_654,Buenos Aires,LATAM,2023-01-19,241.41,Maintenance,2025-10-09
1292,Turbine_441,Manchester,UK,2020-07-07,415.97,Active,2025-02-05
1293,Turbine_150,New York,NA,2023-06-03,409.53,Active,2025-10-24
1294,Generator_575,New York,NA,2017-12-31,312.41,Active,2025-09-14
1295,Generator_831,São Paulo,LATAM,2021-02-13,229.06,Inactive,2025-05-08
1296,Generator_479,Madrid,EU,2017-06-02,272.22,Inactive,2025-08-15
1297,Battery_873,Manchester,UK,2021-09-01,532.61,Active,2025-07-05
1298,Turbine_765,Madrid,EU,2023-07-25,338.83,Inactive,2025-04-07
1299,Battery_220,Buenos Aires,LATAM,2022-09-05,526.37,Maintenance,2025-02-27
1300,Turbine_592,Buenos Aires,LATAM,2023-04-30,308.26,Inactive,2025-07-12
1301,Panel_614,Manchester,UK,2018-02-12,167.79,Active,2025-08-09
1302,Panel_988,São Paulo,LATAM,2020-10-29,228.97,Inactive,2025-05-21
1303,Turbine_986,New York,NA,2024-04-14,215.22,Maintenance,2025-01-24
1304,Generator_706,Madrid,EU,2021-11-11,250.92,Active,2025-03-23
1305,Generator_595,Buenos Aires,LATAM,2018-09-08,450.51,Inactive,2025-03-25
1306,Generator_239,Manchester,UK,2021-03-18,353.82,Active,2025-06-28
1307,Turbine_909,Madrid,EU,2023-05-04,496.85,Active,2025-06-06
1308,Battery_801,Manchester,UK,2021-11-30,462.36,Active,2025-10-22
1309,Turbine_307,Sydney,APAC,2024-07-07,129.69,Maintenance,2025-07-25
1310,Generator_843,Toronto,NA,2020-08-03,409.91,Maintenance,2025-09-08
1311,Panel_651,London,UK,2023-10-01,112.75,Active,2025-03-13
1312,Panel_420,Tokyo,APAC,2023-04-18,335.3,Inactive,2025-05-31
1313,Generator_558,Berlin,EU,2019-05-06,446.77,Maintenance,2025-06-09
1314,Turbine_591,Buenos Aires,LATAM,2019-08-05,256.29,Active,2025-09-11
1315,Generator_445,Toronto,NA,2022-02-27,226.97,Active,2025-04-21
1316,Generator_537,Manchester,UK,2019-11-08,80.02,Active,2025-08-04
1317,Turbine_240,Madrid,EU,2017-09-12,284.61,Inactive,2025-03-01
1318,Generator_230,São Paulo,LATAM,2019-06-18,412.97,Inactive,2025-06-10
1319,Generator_314,London,UK,2019-04-07,98.74,Active,2025-04-03
1320,Battery_409,Paris,EU,2023-07-26,473.16,Inactive,2025-10-21
1321,Panel_826,New York,NA,2024-06-10,268.74,Maintenance,2025-04-23
1322,Generator_969,Sydney,APAC,2019-04-14,74.4,Active,2025-04-28
1323,Battery_570,Sydney,APAC,2024-08-10,398.33,Inactive,2025-08-28
1324,Panel_859,Sydney,APAC,2021-12-17,204.03,Maintenance,2025-07-04
1325,Panel_983,London,UK,2020-05-26,362.56,Maintenance,2025-02-06
1326,Battery_902,Toronto,NA,2020-08-27,342.85,Inactive,2025-06-09
1327,Generator_270,São Paulo,LATAM,2017-01-22,305.04,Maintenance,2025-09-24
1328,Panel_499,São Paulo,LATAM,2018-11-20,324.19,Active,2025-09-16
1329,Battery_437,London,UK,2018-04-12,244.42,Active,2025-07-05
1330,Turbine_400,Madrid,EU,2018-08-22,84.95,Inactive,2025-05-12
1331,Panel_716,Buenos Aires,LATAM,2018-07-16,336.09,Active,2025-05-17
1332,Battery_118,Sydney,APAC,2021-12-12,347.72,Maintenance,2025-07-07
1333,Battery_644,New York,NA,2018-01-14,142.81,Maintenance,2025-04-08
1334,Panel_811,Berlin,EU,2019-08-06,556.59,Maintenance,2025-06-14
1335,Panel_268,São Paulo,LATAM,2018-01-19,307.56,Maintenance,2025-08-21
1336,Panel_527,Madrid,EU,2020-11-15,514.14,Inactive,2025-02-22
1337,Generator_451,London,UK,2019-02-15,201.87,Active,2025-08-04
1338,Panel_574,Tokyo,APAC,2024-04-26,138.55,Inactive,2025-06-26
1339,Turbine_589,Paris,EU,2018-01-20,416.8,Maintenance,2025-10-25
1340,Turbine_867,Toronto,NA,2024-02-15,355.24,Active,2025-03-29
1341,Battery_453,São Paulo,LATAM,2020-09-18,401.86,Active,2025-07-16
1342,Battery_698,New York,NA,2017-03-21,302.05,Active,2025-03-09
1343,Turbine_458,Sydney,APAC,2024-05-05,414.99,Maintenance,2025-01-27
1344,Turbine_217,São Paulo,LATAM,2024-01-18,291.27,Inactive,2025-01-17
1345,Battery_158,São Paulo,LATAM,2024-07-07,86.12,Active,2025-03-05
1346,Generator_368,Paris,EU,2020-05-29,387.01,Active,2025-10-03
1347,Panel_674,Sydney,APAC,2022-11-14,529.65,Active,2025-08-29
1348,Panel_435,São Paulo,LATAM,2022-02-06,497.8,Inactive,2025-02-02
1349,Generator_713,New York,NA,2020-08-17,463.23,Maintenance,2025-10-27
1350,Battery_533,London,UK,2023-08-07,233.28,Maintenance,2025-02-25
1351,Panel_903,Tokyo,APAC,2019-06-09,352.13,Inactive,2025-05-29
1352,Turbine_397,New York,NA,2020-09-23,421.64,Maintenance,2025-08-12
1353,Panel_545,Berlin,EU,2018-04-07,597.82,Inactive,2025-05-05
1354,Turbine_647,São Paulo,LATAM,2022-12-13,511.09,Active,2025-01-04
1355,Panel_409,Madrid,EU,2022-04-19,462.65,Active,2025-10-22
1356,Panel_817,Tokyo,APAC,2023-12-17,520.37,Active,2025-05-03
1357,Panel_413,Toronto,NA,2020-09-10,592.8,Maintenance,2025-09-28
1358,Battery_457,Tokyo,APAC,2017-06-21,466.4,Inactive,2025-08-20
1359,Panel_710,Manchester,UK,2018-11-11,99.19,Maintenance,2025-03-08
1360,Panel_992,Madrid,EU,2017-10-26,333.37,Active,2025-08-27
1361,Battery_237,London,UK,2019-05-04,213.72,Maintenance,2025-01-21
1362,Generator_359,Toronto,NA,2022-12-07,218.33,Inactive,2025-09-23
1363,Generator_863,Madrid,EU,2017-10-09,61.8,Active,2025-06-29
1364,Generator_515,Toronto,NA,2023-08-09,388.56,Maintenance,2025-08-30
1365,Generator_320,Buenos Aires,LATAM,2017-03-18,475.14,Inactive,2025-08-13
1366,Panel_604,Madrid,EU,2017-10-23,493.54,Active,2025-08-18
1367,Turbine_601,Berlin,EU,2023-03-27,369.41,Inactive,2025-04-07
1368,Turbine_703,Sydney,APAC,2021-07-17,278.82,Maintenance,2025-06-03
1369,Panel_227,Madrid,EU,2022-05-16,242.69,Active,2025-08-26
1370,Battery_850,London,UK,2023-01-26,326.42,Maintenance,2025-05-17
1371,Generator_679,Toronto,NA,2022-11-07,96.34,Inactive,2025-09-07
1372,Battery_599,Paris,EU,2024-05-16,468.91,Maintenance,2025-09-24
1373,Turbine_444,Tokyo,APAC,2024-02-27,103.55,Inactive,2025-08-18
1374,Turbine_902,Toronto,NA,2018-05-15,171.98,Maintenance,2025-01-07
1375,Battery_372,Madrid,EU,2022-09-16,241.09,Inactive,2025-03-12
1376,Generator_456,Paris,EU,2020-08-12,244.33,Maintenance,2025-09-13
1377,Battery_777,Buenos Aires,LATAM,2017-10-26,546.04,Inactive,2025-01-18
1378,Generator_145,Berlin,EU,2019-05-06,158.17,Active,2025-04-19
1379,Panel_830,Toronto,NA,2017-01-23,542.61,Maintenance,2025-08-31
1380,Turbine_527,Buenos Aires,LATAM,2022-12-23,521.83,Active,2025-08-04
1381,Panel_871,Paris,EU,2024-08-12,445.03,Maintenance,2025-09-25
1382,Panel_273,New York,NA,2023-06-06,562.9,Maintenance,2025-06-27
1383,Battery_596,New York,NA,2021-04-16,470.43,Inactive,2025-03-22
1384,Turbine_120,New York,NA,2024-04-26,333.6,Inactive,2025-08-10
1385,Turbine_512,Manchester,UK,2020-06-29,201.97,Maintenance,2025-04-27
1386,Generator_992,New York,NA,2023-01-13,335.83,Inactive,2025-10-17
1387,Turbine_420,Paris,EU,2024-01-08,169.56,Inactive,2025-09-04
1388,Generator_791,New York,NA,2021-05-11,236.05,Inactive,2025-09-16
1389,Battery_864,London,UK,2024-06-10,287.88,Active,2025-09-09
1390,Generator_439,Berlin,EU,2022-11-18,357.73,Maintenance,2025-06-06
1391,Panel_631,Madrid,EU,2019-09-25,468.99,Active,2025-03-26
1392,Turbine_123,Tokyo,APAC,2021-09-26,126.74,Maintenance,2025-08-18
1393,Battery_532,Sydney,APAC,2020-10-04,289.05,Maintenance,2025-09-14
1394,Generator_298,Sydney,APAC,2022-07-19,160.83,Inactive,2025-07-10
1395,Battery_372,London,UK,2017-01-30,84.24,Active,2025-06-22
1396,Panel_413,Manchester,UK,2021-04-08,215.49,Inactive,2025-07-19
1397,Turbine_712,Tokyo,APAC,2021-08-14,222.77,Maintenance,2025-07-07
1398,Generator_304,Tokyo,APAC,2017-01-22,495.03,Maintenance,2025-09-28
1399,Battery_998,Tokyo,APAC,2018-02-22,434.39,Active,2025-05-24
1400,Turbine_109,São Paulo,LATAM,2023-08-22,468.86,Active,2025-09-19
1401,Generator_944,London,UK,2024-03-26,107.99,Maintenance,2025-07-14
1402,Battery_637,Manchester,UK,2022-01-23,279.39,Maintenance,2025-09-22
1403,Turbine_251,Buenos Aires,LATAM,2019-06-07,557.81,Active,2025-08-07
1404,Panel_910,Tokyo,APAC,2023-10-28,584.94,Active,2025-07-08
1405,Battery_564,Toronto,NA,2019-12-30,245.29,Active,2025-06-19
1406,Generator_464,São Paulo,LATAM,2017-05-09,272.2,Active,2025-04-20
1407,Panel_478,Manchester,UK,2019-07-30,287.13,Inactive,2025-04-09
1408,Panel_172,Paris,EU,2023-07-22,377.15,Inactive,2025-10-09
1409,Battery_392,Manchester,UK,2018-01-07,279.13,Active,2025-03-19
1410,Panel_682,Toronto,NA,2023-12-24,425.1,Active,2025-05-23
1411,Panel_233,New York,NA,2019-04-17,243.66,Inactive,2025-02-15
1412,Generator_336,Sydney,APAC,2019-08-26,445.04,Active,2025-05-22
1413,Panel_628,Tokyo,APAC,2019-01-05,290.62,Inactive,2025-04-27
1414,Generator_560,São Paulo,LATAM,2020-05-18,164.52,Inactive,2025-06-04
1415,Turbine_813,Tokyo,APAC,2023-03-29,90.51,Inactive,2025-01-16
1416,Panel_191,Sydney,APAC,2021-06-06,385.84,Maintenance,2025-07-15
1417,Battery_474,Tokyo,APAC,2024-06-14,585.8,Maintenance,2025-06-20
1418,Panel_560,Sydney,APAC,2022-06-17,443.6,Active,2025-03-20
1419,Turbine_752,Toronto,NA,2019-09-23,281.67,Inactive,2025-02-08
1420,Generator_572,Tokyo,APAC,2020-07-26,341.55,Inactive,2025-10-16
1421,Panel_537,Madrid,EU,2021-08-03,390.13,Inactive,2025-10-24
1422,Generator_929,São Paulo,LATAM,2020-08-30,209.35,Active,2025-01-20
1423,Generator_606,Tokyo,APAC,2021-06-20,459.79,Inactive,2025-03-07
1424,Battery_159,Manchester,UK,2024-03-24,185.04,Active,2025-03-20
1425,Turbine_836,Paris,EU,2019-08-31,289.62,Active,2025-07-07
1426,Generator_698,Paris,EU,2021-04-26,502.21,Maintenance,2025-05-01
1427,Panel_190,Buenos Aires,LATAM,2024-04-30,120.55,Inactive,2025-07-24
1428,Battery_580,New York,NA,2023-10-29,337.33,Inactive,2025-05-30
1429,Panel_347,São Paulo,LATAM,2023-01-08,551.81,Active,2025-06-10
1430,Turbine_250,Madrid,EU,2024-05-05,376.97,Inactive,2025-09-10
1431,Turbine_614,London,UK,2019-10-10,168.26,Inactive,2025-06-01
1432,Battery_828,Buenos Aires,LATAM,2023-09-30,344.48,Maintenance,2025-04-29
1433,Battery_310,Manchester,UK,2024-08-26,450.46,Inactive,2025-02-09
1434,Turbine_767,Buenos Aires,LATAM,2022-12-19,195.93,Maintenance,2025-05-05
1435,Panel_164,London,UK,2023-12-29,434.29,Maintenance,2025-05-30
1436,Panel_554,Berlin,EU,2020-05-06,375.91,Active,2025-04-06
1437,Panel_892,Manchester,UK,2019-06-27,504.71,Inactive,2025-01-27
1438,Generator_807,Madrid,EU,2021-05-23,52.91,Inactive,2025-03-23
1439,Generator_413,Paris,EU,2022-07-10,207.51,Maintenance,2025-08-10
1440,Generator_884,Madrid,EU,2023-07-07,81.19,Maintenance,2025-04-20
1441,Generator_795,São Paulo,LATAM,2020-08-26,154.18,Inactive,2025-07-21
1442,Generator_134,London,UK,2017-11-16,88.89,Active,2025-05-17
1443,Turbine_766,Manchester,UK,2023-02-20,534.44,Maintenance,2025-10-26
1444,Turbine_722,Toronto,NA,2022-09-23,322.93,Active,2025-03-23
1445,Panel_438,London,UK,2017-06-06,457.03,Maintenance,2025-06-09
1446,Panel_485,Buenos Aires,LATAM,2021-04-23,257.92,Inactive,2025-05-27
1447,Battery_551,London,UK,2020-03-22,324.28,Active,2025-04-17
1448,Turbine_589,London,UK,2024-06-05,324.39,Maintenance,2025-02-05
1449,Panel_227,Tokyo,APAC,2018-09-29,81.43,Inactive,2025-04-01
1450,Generator_300,New York,NA,2021-03-14,115.63,Inactive,2025-07-11
1451,Turbine_371,Paris,EU,2020-07-28,125.75,Inactive,2025-02-14
1452,Battery_134,São Paulo,LATAM,2020-02-06,269.82,Active,2025-09-20
1453,Turbine_424,Tokyo,APAC,2018-07-01,535.32,Inactive,2025-03-21
1454,Battery_947,Buenos Aires,LATAM,2022-03-19,431.18,Maintenance,2025-04-10
1455,Panel_555,Berlin,EU,2020-04-18,104.48,Active,2025-01-26
1456,Turbine_772,New York,NA,2018-12-13,178.21,Inactive,2025-05-02
1457,Turbine_961,Madrid,EU,2018-10-07,86.58,Active,2025-03-08
1458,Battery_380,Berlin,EU,2019-05-11,212.88,Active,2025-08-04
1459,Battery_573,Buenos Aires,LATAM,2018-06-19,102.67,Active,2025-10-03
1460,Battery_198,Manchester,UK,2020-04-20,337.03,Inactive,2025-01-16
1461,Panel_638,London,UK,2020-11-01,145.69,Inactive,2025-06-01
1462,Panel_161,London,UK,2017-10-26,594.65,Inactive,2025-03-15
1463,Battery_666,New York,NA,2017-10-14,231.13,Inactive,2025-04-17
1464,Generator_653,Sydney,APAC,2017-06-07,425.39,Maintenance,2025-03-22
1465,Generator_545,Madrid,EU,2020-05-18,248.23,Active,2025-02-08
1466,Generator_235,London,UK,2022-04-20,527.6,Inactive,2025-04-26
1467,Generator_913,Manchester,UK,2018-07-29,393.19,Active,2025-08-11
1468,Generator_252,Madrid,EU,2017-02-28,122.63,Inactive,2025-05-21
1469,Turbine_585,New York,NA,2018-01-02,432.54,Maintenance,2025-07-13
1470,Turbine_930,London,UK,2022-09-11,188.37,Maintenance,2025-05-03
1471,Panel_463,Manchester,UK,2019-03-26,266.63,Inactive,2025-07-21
1472,Panel_381,Manchester,UK,2017-04-16,77.1,Inactive,2025-02-01
1473,Generator_155,New York,NA,2021-03-10,231.38,Maintenance,2025-10-21
1474,Generator_343,Tokyo,APAC,2017-04-17,149.3,Inactive,2025-06-23
1475,Panel_513,São Paulo,LATAM,2023-07-12,109.9,Maintenance,2025-08-09
1476,Battery_433,Tokyo,APAC,2021-10-03,306.28,Maintenance,2025-06-23
1477,Battery_670,Buenos Aires,LATAM,2021-08-18,251.8,Maintenance,2025-05-10
1478,Battery_498,Toronto,NA,2017-12-23,177.95,Inactive,2025-07-25
1479,Battery_612,Paris,EU,2021-06-12,344.83,Active,2025-01-12
1480,Turbine_102,London,UK,2022-06-28,224.85,Maintenance,2025-01-26
1481,Turbine_227,Manchester,UK,2022-04-03,310.43,Maintenance,2025-08-02
1482,Battery_347,Toronto,NA,2020-10-02,257.41,Active,2025-03-10
1483,Turbine_940,Sydney,APAC,2018-06-12,116.27,Active,2025-02-13
1484,Battery_632,Madrid,EU,2019-02-27,327.21,Inactive,2025-09-03
1485,Turbine_905,São Paulo,LATAM,2018-05-07,361.65,Inactive,2025-07-03
1486,Battery_598,Berlin,EU,2022-06-27,249.32,Maintenance,2025-02-10
1487,Battery_134,São Paulo,LATAM,2017-08-09,76.28,Maintenance,2025-07-18
1488,Generator_607,Buenos Aires,LATAM,2024-01-05,435.09,Active,2025-07-21
1489,Panel_896,Tokyo,APAC,2023-09-14,528.53,Maintenance,2025-06-14
1490,Turbine_363,Manchester,UK,2020-05-13,415.99,Maintenance,2025-08-13
1491,Battery_565,Tokyo,APAC,2018-12-28,343.38,Active,2025-05-27
1492,Generator_920,Toronto,NA,2024-06-10,201.16,Active,2025-02-17
1493,Generator_795,London,UK,2018-02-23,423.95,Inactive,2025-09-11
1494,Battery_399,Berlin,EU,2018-04-16,504.22,Maintenance,2025-01-29
1495,Battery_896,Toronto,NA,2020-06-20,50.04,Maintenance,2025-10-06
1496,Panel_713,São Paulo,LATAM,2022-10-18,390.7,Maintenance,2025-01-02
1497,Generator_292,Buenos Aires,LATAM,2017-01-04,523.57,Active,2025-03-02
1498,Panel_850,Manchester,UK,2022-10-04,140.05,Active,2025-09-22
1499,Panel_639,New York,NA,2023-06-01,305.62,Active,2025-06-12
1500,Generator_589,Toronto,NA,2023-10-27,452.94,Maintenance,2025-04-26
1501,Battery_384,Sydney,APAC,2020-10-19,318.47,Maintenance,2025-01-29
1502,Battery_924,Buenos Aires,LATAM,2018-11-02,423.32,Active,2025-02-13
1503,Generator_801,São Paulo,LATAM,2018-04-23,465.67,Active,2025-06-16
1504,Panel_139,Buenos Aires,LATAM,2017-09-03,249.45,Maintenance,2025-09-09
1505,Generator_384,São Paulo,LATAM,2017-05-19,586.12,Inactive,2025-09-11
1506,Battery_706,São Paulo,LATAM,2018-03-07,315.8,Active,2025-08-10
1507,Turbine_840,Berlin,EU,2023-10-20,126.06,Active,2025-01-08
1508,Battery_148,Sydney,APAC,2021-10-05,191.15,Maintenance,2025-04-14
1509,Battery_246,London,UK,2021-02-19,283.53,Maintenance,2025-09-09
1510,Battery_570,Tokyo,APAC,2020-06-23,353.64,Active,2025-05-07
1511,Turbine_370,Toronto,NA,2017-03-30,330.43,Active,2025-08-25
1512,Panel_264,Toronto,NA,2019-07-31,411.58,Maintenance,2025-05-18
1513,Battery_818,London,UK,2020-01-08,533.38,Maintenance,2025-09-23
1514,Turbine_901,Toronto,NA,2023-07-02,261.17,Active,2025-02-02
1515,Turbine_769,São Paulo,LATAM,2018-03-28,297.18,Inactive,2025-09-21
1516,Turbine_501,Toronto,NA,2018-09-09,585.53,Active,2025-07-20
1517,Generator_330,London,UK,2019-01-25,96.84,Maintenance,2025-04-01
1518,Turbine_516,Sydney,APAC,2023-04-14,129.52,Inactive,2025-03-20
1519,Battery_317,São Paulo,LATAM,2020-06-14,90.82,Maintenance,2025-07-08
1520,Battery_152,Toronto,NA,2023-04-06,130.44,Active,2025-10-05
1521,Battery_577,Toronto,NA,2017-07-23,251.39,Active,2025-03-17
1522,Panel_172,Berlin,EU,2020-06-12,592.82,Active,2025-10-26
1523,Turbine_686,Berlin,EU,2024-04-14,392.87,Maintenance,2025-09-02
1524,Battery_177,Madrid,EU,2019-04-01,110.07,Inactive,2025-01-13
1525,Battery_271,Sydney,APAC,2019-07-02,104.04,Inactive,2025-06-06
1526,Panel_928,New York,NA,2019-05-19,440.8,Inactive,2025-03-08
1527,Turbine_668,Manchester,UK,2022-08-26,190.68,Maintenance,2025-09-11
1528,Generator_351,Toronto,NA,2018-04-14,393.74,Active,2025-01-10
1529,Turbine_177,Sydney,APAC,2022-02-01,488.51,Inactive,2025-05-17
1530,Battery_562,Madrid,EU,2021-03-09,236.13,Inactive,2025-09-16
1531,Panel_329,Tokyo,APAC,2019-08-16,453.97,Inactive,2025-08-29
1532,Panel_257,London,UK,2021-08-31,441.19,Inactive,2025-06-17
1533,Turbine_164,Manchester,UK,2017-05-31,136.51,Active,2025-07-09
1534,Battery_539,London,UK,2021-06-30,272.48,Active,2025-06-30
1535,Turbine_537,Sydney,APAC,2020-12-22,410.3,Inactive,2025-03-17
1536,Generator_198,São Paulo,LATAM,2024-05-27,501.94,Maintenance,2025-02-01
1537,Panel_934,São Paulo,LATAM,2018-01-25,269.2,Active,2025-06-21
1538,Panel_985,New York,NA,2018-07-19,356.97,Maintenance,2025-09-14
1539,Battery_101,Buenos Aires,LATAM,2018-06-29,589.17,Inactive,2025-05-15
1540,Panel_624,Berlin,EU,2019-07-31,273.08,Active,2025-04-04
1541,Generator_177,Manchester,UK,2023-12-19,242.24,Inactive,2025-02-17
1542,Battery_804,London,UK,2022-02-06,537.84,Active,2025-06-28
1543,Generator_749,Manchester,UK,2018-12-12,572.93,Active,2025-09-23
1544,Battery_736,Berlin,EU,2017-08-03,381.94,Maintenance,2025-08-17
1545,Battery_598,Tokyo,APAC,2022-08-20,380.27,Inactive,2025-02-11
1546,Generator_796,Toronto,NA,2021-07-08,169.43,Active,2025-03-11
1547,Battery_963,New York,NA,2021-09-05,105.88,Inactive,2025-05-05
1548,Generator_181,Tokyo,APAC,2024-06-05,347.7,Maintenance,2025-10-22
1549,Generator_193,Buenos Aires,LATAM,2022-05-08,140.52,Active,2025-04-15
1550,Panel_191,Buenos Aires,LATAM,2024-07-25,421.19,Maintenance,2025-04-15
1551,Generator_234,Manchester,UK,2021-08-26,218.26,Maintenance,2025-04-03
1552,Battery_692,London,UK,2022-01-09,304.35,Inactive,2025-01-24
1553,Panel_906,New York,NA,2021-12-28,147.59,Maintenance,2025-05-01
1554,Turbine_506,Tokyo,APAC,2019-06-23,593.62,Inactive,2025-04-23
1555,Turbine_787,London,UK,2023-11-30,341.58,Inactive,2025-03-19
1556,Battery_681,London,UK,2017-01-22,139.44,Active,2025-07-11
1557,Battery_180,Tokyo,APAC,2019-05-29,259.96,Maintenance,2025-05-26
1558,Turbine_363,London,UK,2019-04-16,103.71,Maintenance,2025-08-28
1559,Panel_112,London,UK,2019-05-19,585.72,Maintenance,2025-04-20
1560,Panel_653,Buenos Aires,LATAM,2020-06-10,302.35,Active,2025-02-18
1561,Turbine_949,Tokyo,APAC,2020-10-20,484.86,Maintenance,2025-01-25
1562,Turbine_614,São Paulo,LATAM,2017-06-26,291.12,Active,2025-10-25
1563,Battery_790,São Paulo,LATAM,2023-10-12,457.89,Maintenance,2025-05-18
1564,Generator_318,Tokyo,APAC,2019-01-17,128.61,Maintenance,2025-01-16
1565,Battery_544,Buenos Aires,LATAM,2020-06-15,87.48,Active,2025-07-01
1566,Battery_668,Tokyo,APAC,2024-07-10,84.27,Inactive,2025-01-13
1567,Turbine_745,Tokyo,APAC,2022-05-17,129.12,Active,2025-02-16
1568,Generator_631,Sydney,APAC,2023-07-16,405.48,Active,2025-04-10
1569,Battery_820,São Paulo,LATAM,2018-01-19,188.13,Inactive,2025-01-24
1570,Turbine_289,New York,NA,2023-09-17,207.43,Maintenance,2025-01-21
1571,Turbine_395,Madrid,EU,2019-01-13,419.55,Maintenance,2025-05-25
1572,Battery_671,Berlin,EU,2023-07-29,146.9,Inactive,2025-05-07
1573,Turbine_956,Tokyo,APAC,2023-06-03,354.5,Maintenance,2025-01-12
1574,Turbine_419,Buenos Aires,LATAM,2019-11-12,465.37,Maintenance,2025-04-11
1575,Panel_834,Sydney,APAC,2021-01-01,56.14,Inactive,2025-08-07
1576,Generator_839,Manchester,UK,2018-04-22,384.67,Inactive,2025-04-15
1577,Panel_356,Tokyo,APAC,2017-06-16,522.83,Maintenance,2025-08-17
1578,Panel_360,Sydney,APAC,2017-04-18,436.44,Inactive,2025-05-05
1579,Panel_991,Manchester,UK,2022-11-21,389.86,Active,2025-06-27
1580,Turbine_412,New York,NA,2022-11-27,476.11,Active,2025-04-21
1581,Turbine_757,Buenos Aires,LATAM,2017-05-24,516.5,Active,2025-04-10
1582,Generator_208,Manchester,UK,2024-08-13,352.33,Maintenance,2025-09-13
1583,Panel_719,Buenos Aires,LATAM,2021-08-17,353.78,Maintenance,2025-10-20
1584,Panel_944,São Paulo,LATAM,2018-01-22,239.75,Inactive,2025-07-20
1585,Turbine_549,London,UK,2020-02-23,96.81,Inactive,2025-03-14
1586,Panel_169,São Paulo,LATAM,2017-07-23,59.6,Inactive,2025-09-09
1587,Battery_774,London,UK,2020-05-19,102.53,Maintenance,2025-08-30
1588,Turbine_801,Toronto,NA,2023-05-04,509.09,Maintenance,2025-10-17
1589,Turbine_164,Paris,EU,2024-06-17,547.33,Maintenance,2025-08-04
1590,Turbine_591,New York,NA,2021-09-28,209.75,Active,2025-09-05
1591,Battery_193,Sydney,APAC,2019-12-03,352.08,Maintenance,2025-10-14
1592,Turbine_706,Sydney,APAC,2017-10-14,207.49,Active,2025-03-28
1593,Generator_415,Manchester,UK,2022-08-30,160.61,Maintenance,2025-08-15
1594,Panel_223,Manchester,UK,2017-06-06,198.79,Inactive,2025-02-24
1595,Panel_183,São Paulo,LATAM,2021-08-19,227.24,Maintenance,2025-04-12
1596,Turbine_961,Tokyo,APAC,2020-06-08,190.76,Inactive,2025-03-16
1597,Battery_965,Berlin,EU,2022-11-11,327.33,Active,2025-03-16
1598,Generator_258,Madrid,EU,2017-03-26,437.12,Inactive,2025-07-25
1599,Turbine_637,São Paulo,LATAM,2019-11-15,495.07,Inactive,2025-08-05
1600,Turbine_822,Buenos Aires,LATAM,2022-08-06,285.98,Maintenance,2025-05-30
1601,Battery_755,Manchester,UK,2019-08-22,311.39,Maintenance,2025-08-20
1602,Panel_862,London,UK,2021-02-16,387.77,Maintenance,2025-06-22
1603,Generator_525,Manchester,UK,2022-06-08,279.53,Maintenance,2025-08-23
1604,Generator_242,Tokyo,APAC,2023-06-23,217.81,Active,2025-02-17
1605,Turbine_950,Madrid,EU,2019-08-25,431.17,Inactive,2025-03-19
1606,Panel_368,Tokyo,APAC,2022-02-02,161.06,Inactive,2025-06-25
1607,Turbine_576,Buenos Aires,LATAM,2018-02-07,474.05,Maintenance,2025-10-18
1608,Battery_248,Madrid,EU,2018-01-02,105.5,Active,2025-01-23
1609,Turbine_834,Madrid,EU,2022-09-03,138.57,Active,2025-03-25
1610,Generator_287,London,UK,2019-10-06,365.95,Maintenance,2025-02-16
1611,Generator_244,Paris,EU,2017-06-19,233.83,Maintenance,2025-01-17
1612,Generator_862,Manchester,UK,2018-10-10,150.87,Active,2025-01-06
1613,Battery_983,Berlin,EU,2019-06-19,220.06,Active,2025-03-01
1614,Panel_461,London,UK,2022-04-11,241.42,Inactive,2025-06-05
1615,Turbine_440,São Paulo,LATAM,2020-08-11,251.85,Inactive,2025-03-12
1616,Generator_544,Paris,EU,2020-02-03,289.73,Inactive,2025-09-05
1617,Generator_116,Manchester,UK,2022-08-08,406.3,Maintenance,2025-05-11
1618,Panel_411,Buenos Aires,LATAM,2022-11-25,406.89,Active,2025-09-24
1619,Generator_333,London,UK,2019-12-31,488.66,Active,2025-04-21
1620,Generator_295,Manchester,UK,2017-09-21,377.51,Inactive,2025-06-17
